Intents,Questions,Responses
cancel_options,What are the cancellation options due to COVID-19?,"If your reservation was made on or after May 31, 2022 and COVID-19 affects your travel plans, your Host’s cancellation policy will apply. Our Extenuating Circumstances Policy does not cover COVID-19 related cancellations for these bookings, except for domestic reservations in South Korea where the guest or Host is sick with COVID-19."
cancel_options,Are there any cancellation options due to COVID-19?,"If your reservation was made on or after May 31, 2022 and COVID-19 affects your travel plans, your Host’s cancellation policy will apply. Our Extenuating Circumstances Policy does not cover COVID-19 related cancellations for these bookings, except for domestic reservations in South Korea where the guest or Host is sick with COVID-19."
cancel_options,Is there any cancellation policy applied due to COVID-19?,"If your reservation was made on or after May 31, 2022 and COVID-19 affects your travel plans, your Host’s cancellation policy will apply. Our Extenuating Circumstances Policy does not cover COVID-19 related cancellations for these bookings, except for domestic reservations in South Korea where the guest or Host is sick with COVID-19."
cancel_options,I want to know the cancellation options that are available because of COVID-19,"If your reservation was made on or after May 31, 2022 and COVID-19 affects your travel plans, your Host’s cancellation policy will apply. Our Extenuating Circumstances Policy does not cover COVID-19 related cancellations for these bookings, except for domestic reservations in South Korea where the guest or Host is sick with COVID-19."
cancel_options,Can I cancel due to covid 19?,"If your reservation was made on or after May 31, 2022 and COVID-19 affects your travel plans, your Host’s cancellation policy will apply. Our Extenuating Circumstances Policy does not cover COVID-19 related cancellations for these bookings, except for domestic reservations in South Korea where the guest or Host is sick with COVID-19."
cancel_options,Cancelling because of Covid-19,"If your reservation was made on or after May 31, 2022 and COVID-19 affects your travel plans, your Host’s cancellation policy will apply. Our Extenuating Circumstances Policy does not cover COVID-19 related cancellations for these bookings, except for domestic reservations in South Korea where the guest or Host is sick with COVID-19."
cancel_rebook,How to rebook a cancelled reservation?,"While canceled reservations can’t be restored, you can contact the Host and make a new reservation.

Message the Host and make sure you reach an agreement before rebooking. They'll send you a special offer with the specific agreed booking details. You’ll have 24 hours to accept the special offer.
Go to Trips and click Canceled
Select the reservation you want to book again
Click Message host
If you didn't get a full refund for the original canceled reservation, you can contact us to request a full refund after you rebook."
cancel_rebook,Can I rebook a cancelled reservation?,"While canceled reservations can’t be restored, you can contact the Host and make a new reservation.

Message the Host and make sure you reach an agreement before rebooking. They'll send you a special offer with the specific agreed booking details. You’ll have 24 hours to accept the special offer.
Go to Trips and click Canceled
Select the reservation you want to book again
Click Message host
If you didn't get a full refund for the original canceled reservation, you can contact us to request a full refund after you rebook."
cancel_rebook,Is it possible for me to rebook a cancelled reservation?,"While canceled reservations can’t be restored, you can contact the Host and make a new reservation.

Message the Host and make sure you reach an agreement before rebooking. They'll send you a special offer with the specific agreed booking details. You’ll have 24 hours to accept the special offer.
Go to Trips and click Canceled
Select the reservation you want to book again
Click Message host
If you didn't get a full refund for the original canceled reservation, you can contact us to request a full refund after you rebook."
cancel_rebook,I want to rebook a cancelled reservation,"While canceled reservations can’t be restored, you can contact the Host and make a new reservation.

Message the Host and make sure you reach an agreement before rebooking. They'll send you a special offer with the specific agreed booking details. You’ll have 24 hours to accept the special offer.
Go to Trips and click Canceled
Select the reservation you want to book again
Click Message host
If you didn't get a full refund for the original canceled reservation, you can contact us to request a full refund after you rebook."
cancel_rebook,Rebook cancelled reservation,"While canceled reservations can’t be restored, you can contact the Host and make a new reservation.

Message the Host and make sure you reach an agreement before rebooking. They'll send you a special offer with the specific agreed booking details. You’ll have 24 hours to accept the special offer.
Go to Trips and click Canceled
Select the reservation you want to book again
Click Message host
If you didn't get a full refund for the original canceled reservation, you can contact us to request a full refund after you rebook."
cancel_rebook,Can a cancelled reservation be rebooked?,"While canceled reservations can’t be restored, you can contact the Host and make a new reservation.

Message the Host and make sure you reach an agreement before rebooking. They'll send you a special offer with the specific agreed booking details. You’ll have 24 hours to accept the special offer.
Go to Trips and click Canceled
Select the reservation you want to book again
Click Message host
If you didn't get a full refund for the original canceled reservation, you can contact us to request a full refund after you rebook."
cancel_adventure,Can Airbnb Adventures be cancelled?,"Airbnb Adventures differ from experiences in that they take place over multiple days and can include overnight stays, so the cancellation policy differs slightly. You can get a full refund for any adventure if you cancel at least 30 days before the adventure is scheduled to start, or within 24 hours of purchase. Easy enough!"
cancel_adventure,Can I cancel Airbnb Adventures?,"Airbnb Adventures differ from experiences in that they take place over multiple days and can include overnight stays, so the cancellation policy differs slightly. You can get a full refund for any adventure if you cancel at least 30 days before the adventure is scheduled to start, or within 24 hours of purchase. Easy enough!"
cancel_adventure,Can I make cancellations for Airbnb Adventures?,"Airbnb Adventures differ from experiences in that they take place over multiple days and can include overnight stays, so the cancellation policy differs slightly. You can get a full refund for any adventure if you cancel at least 30 days before the adventure is scheduled to start, or within 24 hours of purchase. Easy enough!"
cancel_adventure,I would like to cancel my booked Airbnb Adventures,"Airbnb Adventures differ from experiences in that they take place over multiple days and can include overnight stays, so the cancellation policy differs slightly. You can get a full refund for any adventure if you cancel at least 30 days before the adventure is scheduled to start, or within 24 hours of purchase. Easy enough!"
cancel_adventure,Cancel booked aribnb adventures,"Airbnb Adventures differ from experiences in that they take place over multiple days and can include overnight stays, so the cancellation policy differs slightly. You can get a full refund for any adventure if you cancel at least 30 days before the adventure is scheduled to start, or within 24 hours of purchase. Easy enough!"
cancel_adventure,How many days after the booking can I cancel to get full refund?,"Airbnb Adventures differ from experiences in that they take place over multiple days and can include overnight stays, so the cancellation policy differs slightly. You can get a full refund for any adventure if you cancel at least 30 days before the adventure is scheduled to start, or within 24 hours of purchase. Easy enough!"
host_cancelreserve,"My host cancelled my reservation, what should I expect?","When a cancellation occurs, you’ll get an email with full details, including your refund info. Refund times may differ depending on how you paid.

If your cancellation happens within 30 days of check-in, we can also assist in rebooking a comparable or better listing."
host_cancelreserve,What happens if my host cancels my reservation?,"When a cancellation occurs, you’ll get an email with full details, including your refund info. Refund times may differ depending on how you paid.

If your cancellation happens within 30 days of check-in, we can also assist in rebooking a comparable or better listing."
host_cancelreserve,My reservation was cancelled by my host,"When a cancellation occurs, you’ll get an email with full details, including your refund info. Refund times may differ depending on how you paid.

If your cancellation happens within 30 days of check-in, we can also assist in rebooking a comparable or better listing."
host_cancelreserve,What to do if my host cancels my reservation?,"When a cancellation occurs, you’ll get an email with full details, including your refund info. Refund times may differ depending on how you paid.

If your cancellation happens within 30 days of check-in, we can also assist in rebooking a comparable or better listing."
host_cancelreserve,A host cancelled my reservation,"When a cancellation occurs, you’ll get an email with full details, including your refund info. Refund times may differ depending on how you paid.

If your cancellation happens within 30 days of check-in, we can also assist in rebooking a comparable or better listing."
host_cancelreserve,Host cancel my reservation,"When a cancellation occurs, you’ll get an email with full details, including your refund info. Refund times may differ depending on how you paid.

If your cancellation happens within 30 days of check-in, we can also assist in rebooking a comparable or better listing."
host_cancel,"My host wanted to cancel my stay, what should I do?","Sometimes a Host can’t accommodate your stay, and in most cases will let you know the bad news ahead of time. Don’t cancel for them—send them a cancellation request so you don’t miss out getting your best refund or you can fill up the form that popped up on your bottom right corner of the screen.
Go to Trips and click the trip you want to cancel
Click Show trip details
Click Change or cancel
Click Cancel reservation
Under Please select a reason, choose My host needs to cancel
Next to Did they say they can’t host you anymore? choose Yes
Click Ask host to cancel
Hosts have 48 hours to respond. If your trip starts within a week, though, they have to respond within 24 hours. If they accept your request or don’t respond, you’ll get a full refund. If they decline, they should still be able to host your stay. 

If your Host has already canceled, your full refund is on its way."
host_cancel,"My host wants to cancel my stay, what should I do?","Sometimes a Host can’t accommodate your stay, and in most cases will let you know the bad news ahead of time. Don’t cancel for them—send them a cancellation request so you don’t miss out getting your best refund or you can fill up the form that popped up on your bottom right corner of the screen.
Go to Trips and click the trip you want to cancel
Click Show trip details
Click Change or cancel
Click Cancel reservation
Under Please select a reason, choose My host needs to cancel
Next to Did they say they can’t host you anymore? choose Yes
Click Ask host to cancel
Hosts have 48 hours to respond. If your trip starts within a week, though, they have to respond within 24 hours. If they accept your request or don’t respond, you’ll get a full refund. If they decline, they should still be able to host your stay. 

If your Host has already canceled, your full refund is on its way."
host_cancel,Why my host wanted to cancel my stay?,"Sometimes a Host can’t accommodate your stay, and in most cases will let you know the bad news ahead of time. Don’t cancel for them—send them a cancellation request so you don’t miss out getting your best refund or you can fill up the form that popped up on your bottom right corner of the screen.
Go to Trips and click the trip you want to cancel
Click Show trip details
Click Change or cancel
Click Cancel reservation
Under Please select a reason, choose My host needs to cancel
Next to Did they say they can’t host you anymore? choose Yes
Click Ask host to cancel
Hosts have 48 hours to respond. If your trip starts within a week, though, they have to respond within 24 hours. If they accept your request or don’t respond, you’ll get a full refund. If they decline, they should still be able to host your stay. 

If your Host has already canceled, your full refund is on its way."
host_cancel,"My host wants me to cancel my stay, what should I do?","Sometimes a Host can’t accommodate your stay, and in most cases will let you know the bad news ahead of time. Don’t cancel for them—send them a cancellation request so you don’t miss out getting your best refund or you can fill up the form that popped up on your bottom right corner of the screen.
Go to Trips and click the trip you want to cancel
Click Show trip details
Click Change or cancel
Click Cancel reservation
Under Please select a reason, choose My host needs to cancel
Next to Did they say they can’t host you anymore? choose Yes
Click Ask host to cancel
Hosts have 48 hours to respond. If your trip starts within a week, though, they have to respond within 24 hours. If they accept your request or don’t respond, you’ll get a full refund. If they decline, they should still be able to host your stay. 

If your Host has already canceled, your full refund is on its way."
host_cancel,Can a host cancel my stay?,"Sometimes a Host can’t accommodate your stay, and in most cases will let you know the bad news ahead of time. Don’t cancel for them—send them a cancellation request so you don’t miss out getting your best refund or you can fill up the form that popped up on your bottom right corner of the screen.
Go to Trips and click the trip you want to cancel
Click Show trip details
Click Change or cancel
Click Cancel reservation
Under Please select a reason, choose My host needs to cancel
Next to Did they say they can’t host you anymore? choose Yes
Click Ask host to cancel
Hosts have 48 hours to respond. If your trip starts within a week, though, they have to respond within 24 hours. If they accept your request or don’t respond, you’ll get a full refund. If they decline, they should still be able to host your stay. 

If your Host has already canceled, your full refund is on its way."
host_cancel,Is it possible for a host cancel my stay?,"Sometimes a Host can’t accommodate your stay, and in most cases will let you know the bad news ahead of time. Don’t cancel for them—send them a cancellation request so you don’t miss out getting your best refund or you can fill up the form that popped up on your bottom right corner of the screen.
Go to Trips and click the trip you want to cancel
Click Show trip details
Click Change or cancel
Click Cancel reservation
Under Please select a reason, choose My host needs to cancel
Next to Did they say they can’t host you anymore? choose Yes
Click Ask host to cancel
Hosts have 48 hours to respond. If your trip starts within a week, though, they have to respond within 24 hours. If they accept your request or don’t respond, you’ll get a full refund. If they decline, they should still be able to host your stay. 

If your Host has already canceled, your full refund is on its way."
host_cancelexp,"My host wants to cancel my experience, what will happen?","Sometimes a Host may need to cancel before or during an experience due to bad weather and safety concerns. If this happens, you’ll get a full refund and you can rebook the experience if you want.

Another reason a Host may cancel is if they required ID from you as the primary guest, but didn't receive it within 3 days of booking. Again, if the reservation is canceled, you’ll be refunded."
host_cancelexp,"My host wants to cancel my experience, how long would it take to get my refund?","Sometimes a Host may need to cancel before or during an experience due to bad weather and safety concerns. If this happens, you’ll get a full refund and you can rebook the experience if you want.

Another reason a Host may cancel is if they required ID from you as the primary guest, but didn't receive it within 3 days of booking. Again, if the reservation is canceled, you’ll be refunded."
host_cancelexp,My experience has been cancelled by the host,"Sometimes a Host may need to cancel before or during an experience due to bad weather and safety concerns. If this happens, you’ll get a full refund and you can rebook the experience if you want.

Another reason a Host may cancel is if they required ID from you as the primary guest, but didn't receive it within 3 days of booking. Again, if the reservation is canceled, you’ll be refunded."
host_cancelexp,"My host wants to cancel my experience, how long do I need to wait for getting my refund back?","Sometimes a Host may need to cancel before or during an experience due to bad weather and safety concerns. If this happens, you’ll get a full refund and you can rebook the experience if you want.

Another reason a Host may cancel is if they required ID from you as the primary guest, but didn't receive it within 3 days of booking. Again, if the reservation is canceled, you’ll be refunded."
host_cancelexp,Can a host cancel my experience?,"Sometimes a Host may need to cancel before or during an experience due to bad weather and safety concerns. If this happens, you’ll get a full refund and you can rebook the experience if you want.

Another reason a Host may cancel is if they required ID from you as the primary guest, but didn't receive it within 3 days of booking. Again, if the reservation is canceled, you’ll be refunded."
host_cancelexp,Is it possible for a host cancel my experience?,"Sometimes a Host may need to cancel before or during an experience due to bad weather and safety concerns. If this happens, you’ll get a full refund and you can rebook the experience if you want.

Another reason a Host may cancel is if they required ID from you as the primary guest, but didn't receive it within 3 days of booking. Again, if the reservation is canceled, you’ll be refunded."
checkin_smooth,How to smoothly check in?,"Find your reservation details
Go to your Trips page to find important information, such as the address, your Host’s contact information, and your billing receipt. Check-in information is usually available 3 days before the reservation begins.

Communicate with your Host
Before your arrival date, message your Host to confirm:

Check-in and checkout times
Arrival details
Key exchange or an alternative method of access
Contact information and whether either one of you will be without phone or internet access during the trip
Any other questions you might have

On arrival
In-person key exchanges
Some Hosts may want to greet you in person to give you the keys or the entry code to their place. If so, look up travel advisories so you can allow extra time to meet up in the event of things like flight delays, bad weather, or road closures.

Other check-in methods
Other options include:

Self check-in
Messaging with instructions to enter
Leaving keys in a lockbox
Having a neighbor, Co-Host, or doorperson meet guests"
checkin_smooth,Any tips to smoothly check in?,"Find your reservation details
Go to your Trips page to find important information, such as the address, your Host’s contact information, and your billing receipt. Check-in information is usually available 3 days before the reservation begins.

Communicate with your Host
Before your arrival date, message your Host to confirm:

Check-in and checkout times
Arrival details
Key exchange or an alternative method of access
Contact information and whether either one of you will be without phone or internet access during the trip
Any other questions you might have

On arrival
In-person key exchanges
Some Hosts may want to greet you in person to give you the keys or the entry code to their place. If so, look up travel advisories so you can allow extra time to meet up in the event of things like flight delays, bad weather, or road closures.

Other check-in methods
Other options include:

Self check-in
Messaging with instructions to enter
Leaving keys in a lockbox
Having a neighbor, Co-Host, or doorperson meet guests"
checkin_smooth,"I want to have a smooth check in, is there anything I should know?","Find your reservation details
Go to your Trips page to find important information, such as the address, your Host’s contact information, and your billing receipt. Check-in information is usually available 3 days before the reservation begins.

Communicate with your Host
Before your arrival date, message your Host to confirm:

Check-in and checkout times
Arrival details
Key exchange or an alternative method of access
Contact information and whether either one of you will be without phone or internet access during the trip
Any other questions you might have

On arrival
In-person key exchanges
Some Hosts may want to greet you in person to give you the keys or the entry code to their place. If so, look up travel advisories so you can allow extra time to meet up in the event of things like flight delays, bad weather, or road closures.

Other check-in methods
Other options include:

Self check-in
Messaging with instructions to enter
Leaving keys in a lockbox
Having a neighbor, Co-Host, or doorperson meet guests"
checkin_smooth,What can I do to enjoy a smooth check in?,"Find your reservation details
Go to your Trips page to find important information, such as the address, your Host’s contact information, and your billing receipt. Check-in information is usually available 3 days before the reservation begins.

Communicate with your Host
Before your arrival date, message your Host to confirm:

Check-in and checkout times
Arrival details
Key exchange or an alternative method of access
Contact information and whether either one of you will be without phone or internet access during the trip
Any other questions you might have

On arrival
In-person key exchanges
Some Hosts may want to greet you in person to give you the keys or the entry code to their place. If so, look up travel advisories so you can allow extra time to meet up in the event of things like flight delays, bad weather, or road closures.

Other check-in methods
Other options include:

Self check-in
Messaging with instructions to enter
Leaving keys in a lockbox
Having a neighbor, Co-Host, or doorperson meet guests"
checkin_smooth,How to have a smooth check in,"Find your reservation details
Go to your Trips page to find important information, such as the address, your Host’s contact information, and your billing receipt. Check-in information is usually available 3 days before the reservation begins.

Communicate with your Host
Before your arrival date, message your Host to confirm:

Check-in and checkout times
Arrival details
Key exchange or an alternative method of access
Contact information and whether either one of you will be without phone or internet access during the trip
Any other questions you might have

On arrival
In-person key exchanges
Some Hosts may want to greet you in person to give you the keys or the entry code to their place. If so, look up travel advisories so you can allow extra time to meet up in the event of things like flight delays, bad weather, or road closures.

Other check-in methods
Other options include:

Self check-in
Messaging with instructions to enter
Leaving keys in a lockbox
Having a neighbor, Co-Host, or doorperson meet guests"
checkin_smooth,How to check in smoothly?,"Find your reservation details
Go to your Trips page to find important information, such as the address, your Host’s contact information, and your billing receipt. Check-in information is usually available 3 days before the reservation begins.

Communicate with your Host
Before your arrival date, message your Host to confirm:

Check-in and checkout times
Arrival details
Key exchange or an alternative method of access
Contact information and whether either one of you will be without phone or internet access during the trip
Any other questions you might have

On arrival
In-person key exchanges
Some Hosts may want to greet you in person to give you the keys or the entry code to their place. If so, look up travel advisories so you can allow extra time to meet up in the event of things like flight delays, bad weather, or road closures.

Other check-in methods
Other options include:

Self check-in
Messaging with instructions to enter
Leaving keys in a lockbox
Having a neighbor, Co-Host, or doorperson meet guests"
checkin_instruct,Where to find my check in instructions?,"Go to Trips and click Show more trip plans
Click Show details
Go to Checking in & out for check-in instructions
Make sure to check both your email and your messages for check-in instructions.

If your reservation is less than 48 hours away and your check-in information isn’t available, it’s time to message your Host for the info."
checkin_instruct,Where can I get my check in instructions?,"Go to Trips and click Show more trip plans
Click Show details
Go to Checking in & out for check-in instructions
Make sure to check both your email and your messages for check-in instructions.

If your reservation is less than 48 hours away and your check-in information isn’t available, it’s time to message your Host for the info."
checkin_instruct,I want to find my check in instructions,"Go to Trips and click Show more trip plans
Click Show details
Go to Checking in & out for check-in instructions
Make sure to check both your email and your messages for check-in instructions.

If your reservation is less than 48 hours away and your check-in information isn’t available, it’s time to message your Host for the info."
checkin_instruct,Where to find the instructions for me to check in?,"Go to Trips and click Show more trip plans
Click Show details
Go to Checking in & out for check-in instructions
Make sure to check both your email and your messages for check-in instructions.

If your reservation is less than 48 hours away and your check-in information isn’t available, it’s time to message your Host for the info."
checkin_instruct,Instructions for check in,"Go to Trips and click Show more trip plans
Click Show details
Go to Checking in & out for check-in instructions
Make sure to check both your email and your messages for check-in instructions.

If your reservation is less than 48 hours away and your check-in information isn’t available, it’s time to message your Host for the info."
checkin_instruct,How to find my check in instructions?,"Go to Trips and click Show more trip plans
Click Show details
Go to Checking in & out for check-in instructions
Make sure to check both your email and your messages for check-in instructions.

If your reservation is less than 48 hours away and your check-in information isn’t available, it’s time to message your Host for the info."
checkin_issue,"If something goes wrong during my stay, what should I do?","Message your Host

Send a refund request or send it through the form that have just popped up at the right bottom corner of your screen.
Here’s how to prepare:
Gather evidence: If possible, take photos or video to document issues like a missing or broken amenity.
Submit your request: You’ll describe the issue, provide photos or video if you can, and let the Host know how you’d like to resolve the issue. 
Wait for a response: If your Host declines or doesn’t respond, you can ask Airbnb to step in to help. Airbnb will refer to the Rebooking and Refund Policy to determine what help we can provide.

Involving Airbnb
Though we always want Hosts and guests to work things out directly if they can, we know it’s not always possible. If an issue comes up that you’re not able to resolve with your Host (or your Host declines or doesn’t respond to your refund request), let us know and someone from our team will step in to help.

If we find the issue is protected by AirCover, we’ll get you a full or partial refund, or depending on the circumstances, find you a similar or better place to stay.

Remember that you have 72 hours to report any issue to us from the time of discovery."
checkin_issue,What should I do if something goes wrong during my stay?,"Message your Host

Send a refund request or send it through the form that have just popped up at the right bottom corner of your screen.
Here’s how to prepare:
Gather evidence: If possible, take photos or video to document issues like a missing or broken amenity.
Submit your request: You’ll describe the issue, provide photos or video if you can, and let the Host know how you’d like to resolve the issue. 
Wait for a response: If your Host declines or doesn’t respond, you can ask Airbnb to step in to help. Airbnb will refer to the Rebooking and Refund Policy to determine what help we can provide.

Involving Airbnb
Though we always want Hosts and guests to work things out directly if they can, we know it’s not always possible. If an issue comes up that you’re not able to resolve with your Host (or your Host declines or doesn’t respond to your refund request), let us know and someone from our team will step in to help.

If we find the issue is protected by AirCover, we’ll get you a full or partial refund, or depending on the circumstances, find you a similar or better place to stay.

Remember that you have 72 hours to report any issue to us from the time of discovery."
checkin_issue,What to do if the place I am staying in isn’t clean at check in?,"Message your Host

Send a refund request or send it through the form that have just popped up at the right bottom corner of your screen.
Here’s how to prepare:
Gather evidence: If possible, take photos or video to document issues like a missing or broken amenity.
Submit your request: You’ll describe the issue, provide photos or video if you can, and let the Host know how you’d like to resolve the issue. 
Wait for a response: If your Host declines or doesn’t respond, you can ask Airbnb to step in to help. Airbnb will refer to the Rebooking and Refund Policy to determine what help we can provide.

Involving Airbnb
Though we always want Hosts and guests to work things out directly if they can, we know it’s not always possible. If an issue comes up that you’re not able to resolve with your Host (or your Host declines or doesn’t respond to your refund request), let us know and someone from our team will step in to help.

If we find the issue is protected by AirCover, we’ll get you a full or partial refund, or depending on the circumstances, find you a similar or better place to stay.

Remember that you have 72 hours to report any issue to us from the time of discovery."
checkin_issue,What to do if the place I am staying is not clean at check in?,"Message your Host

Send a refund request or send it through the form that have just popped up at the right bottom corner of your screen.
Here’s how to prepare:
Gather evidence: If possible, take photos or video to document issues like a missing or broken amenity.
Submit your request: You’ll describe the issue, provide photos or video if you can, and let the Host know how you’d like to resolve the issue. 
Wait for a response: If your Host declines or doesn’t respond, you can ask Airbnb to step in to help. Airbnb will refer to the Rebooking and Refund Policy to determine what help we can provide.

Involving Airbnb
Though we always want Hosts and guests to work things out directly if they can, we know it’s not always possible. If an issue comes up that you’re not able to resolve with your Host (or your Host declines or doesn’t respond to your refund request), let us know and someone from our team will step in to help.

If we find the issue is protected by AirCover, we’ll get you a full or partial refund, or depending on the circumstances, find you a similar or better place to stay.

Remember that you have 72 hours to report any issue to us from the time of discovery."
checkin_issue,The place I am staying is not clean,"Message your Host

Send a refund request or send it through the form that have just popped up at the right bottom corner of your screen.
Here’s how to prepare:
Gather evidence: If possible, take photos or video to document issues like a missing or broken amenity.
Submit your request: You’ll describe the issue, provide photos or video if you can, and let the Host know how you’d like to resolve the issue. 
Wait for a response: If your Host declines or doesn’t respond, you can ask Airbnb to step in to help. Airbnb will refer to the Rebooking and Refund Policy to determine what help we can provide.

Involving Airbnb
Though we always want Hosts and guests to work things out directly if they can, we know it’s not always possible. If an issue comes up that you’re not able to resolve with your Host (or your Host declines or doesn’t respond to your refund request), let us know and someone from our team will step in to help.

If we find the issue is protected by AirCover, we’ll get you a full or partial refund, or depending on the circumstances, find you a similar or better place to stay.

Remember that you have 72 hours to report any issue to us from the time of discovery."
checkin_issue,Problem with my stay,"Message your Host

Send a refund request or send it through the form that have just popped up at the right bottom corner of your screen.
Here’s how to prepare:
Gather evidence: If possible, take photos or video to document issues like a missing or broken amenity.
Submit your request: You’ll describe the issue, provide photos or video if you can, and let the Host know how you’d like to resolve the issue. 
Wait for a response: If your Host declines or doesn’t respond, you can ask Airbnb to step in to help. Airbnb will refer to the Rebooking and Refund Policy to determine what help we can provide.

Involving Airbnb
Though we always want Hosts and guests to work things out directly if they can, we know it’s not always possible. If an issue comes up that you’re not able to resolve with your Host (or your Host declines or doesn’t respond to your refund request), let us know and someone from our team will step in to help.

If we find the issue is protected by AirCover, we’ll get you a full or partial refund, or depending on the circumstances, find you a similar or better place to stay.

Remember that you have 72 hours to report any issue to us from the time of discovery."
checkin_print,How to print my reservation details?,"Go to Trips and select the trip you'd like to print the details for
Click Show details
Under Reservation details, click Print details"
checkin_print,How to print reservation details?,"Go to Trips and select the trip you'd like to print the details for
Click Show details
Under Reservation details, click Print details"
checkin_print,Can I print reservation details?,"Go to Trips and select the trip you'd like to print the details for
Click Show details
Under Reservation details, click Print details"
checkin_print,Can I print my reservation details?,"Go to Trips and select the trip you'd like to print the details for
Click Show details
Under Reservation details, click Print details"
checkin_print,Where to get my reservation details to print?,"Go to Trips and select the trip you'd like to print the details for
Click Show details
Under Reservation details, click Print details"
checkin_print,I want to print my reservation details,"Go to Trips and select the trip you'd like to print the details for
Click Show details
Under Reservation details, click Print details"
adventure_level,What are the intensity levels for Airbnb Adventures?,"These definitions were created in partnership with the Adventure Travel Trade Association (ATTA):

Light: Guests should be comfortable sitting, standing, or walking for extended periods of time. Activities may include things like easy hikes, walking tours, wildlife tours, and cooking or art classes. Any activities which are more strenuous are optional.
Moderate: Guests should be comfortable participating in multiple hours of physical activity (3+ hours). Activities may include things like longer hikes, biking, kayaking, snorkeling, and horse or camel rides.
Strenuous: Guests should be comfortable participating in highly physical activities that may last the entire day (6+ hours), and past experience with the included activities is recommended. Full-day activities may include things like long hikes, bike rides, and kayaking. Adventures may also include higher altitudes, steep ascents/descents, strong currents, and rougher terrain or water.
Extreme: These Adventures are the most physically demanding, so prior experience or related training is strongly advised. Activities are highly challenging and may last the entire day (8+ hours). All-day activities may include things like strenuous hiking, biking over uneven terrain, and intense rock climbing. Adventures may also include higher altitudes, steep ascents/descents, strong currents, and rougher terrain or water."
adventure_level,What does each of the intensity levels for Airbnb Adventures mean?,"These definitions were created in partnership with the Adventure Travel Trade Association (ATTA):

Light: Guests should be comfortable sitting, standing, or walking for extended periods of time. Activities may include things like easy hikes, walking tours, wildlife tours, and cooking or art classes. Any activities which are more strenuous are optional.
Moderate: Guests should be comfortable participating in multiple hours of physical activity (3+ hours). Activities may include things like longer hikes, biking, kayaking, snorkeling, and horse or camel rides.
Strenuous: Guests should be comfortable participating in highly physical activities that may last the entire day (6+ hours), and past experience with the included activities is recommended. Full-day activities may include things like long hikes, bike rides, and kayaking. Adventures may also include higher altitudes, steep ascents/descents, strong currents, and rougher terrain or water.
Extreme: These Adventures are the most physically demanding, so prior experience or related training is strongly advised. Activities are highly challenging and may last the entire day (8+ hours). All-day activities may include things like strenuous hiking, biking over uneven terrain, and intense rock climbing. Adventures may also include higher altitudes, steep ascents/descents, strong currents, and rougher terrain or water."
adventure_level,I want to learn more about the intensity levels for Airbnb Adventures,"These definitions were created in partnership with the Adventure Travel Trade Association (ATTA):

Light: Guests should be comfortable sitting, standing, or walking for extended periods of time. Activities may include things like easy hikes, walking tours, wildlife tours, and cooking or art classes. Any activities which are more strenuous are optional.
Moderate: Guests should be comfortable participating in multiple hours of physical activity (3+ hours). Activities may include things like longer hikes, biking, kayaking, snorkeling, and horse or camel rides.
Strenuous: Guests should be comfortable participating in highly physical activities that may last the entire day (6+ hours), and past experience with the included activities is recommended. Full-day activities may include things like long hikes, bike rides, and kayaking. Adventures may also include higher altitudes, steep ascents/descents, strong currents, and rougher terrain or water.
Extreme: These Adventures are the most physically demanding, so prior experience or related training is strongly advised. Activities are highly challenging and may last the entire day (8+ hours). All-day activities may include things like strenuous hiking, biking over uneven terrain, and intense rock climbing. Adventures may also include higher altitudes, steep ascents/descents, strong currents, and rougher terrain or water."
adventure_level,What is the definition for those intensity levels in Airbnb Adventures?,"These definitions were created in partnership with the Adventure Travel Trade Association (ATTA):

Light: Guests should be comfortable sitting, standing, or walking for extended periods of time. Activities may include things like easy hikes, walking tours, wildlife tours, and cooking or art classes. Any activities which are more strenuous are optional.
Moderate: Guests should be comfortable participating in multiple hours of physical activity (3+ hours). Activities may include things like longer hikes, biking, kayaking, snorkeling, and horse or camel rides.
Strenuous: Guests should be comfortable participating in highly physical activities that may last the entire day (6+ hours), and past experience with the included activities is recommended. Full-day activities may include things like long hikes, bike rides, and kayaking. Adventures may also include higher altitudes, steep ascents/descents, strong currents, and rougher terrain or water.
Extreme: These Adventures are the most physically demanding, so prior experience or related training is strongly advised. Activities are highly challenging and may last the entire day (8+ hours). All-day activities may include things like strenuous hiking, biking over uneven terrain, and intense rock climbing. Adventures may also include higher altitudes, steep ascents/descents, strong currents, and rougher terrain or water."
adventure_level,Intensity levels of airbnb adventures,"These definitions were created in partnership with the Adventure Travel Trade Association (ATTA):

Light: Guests should be comfortable sitting, standing, or walking for extended periods of time. Activities may include things like easy hikes, walking tours, wildlife tours, and cooking or art classes. Any activities which are more strenuous are optional.
Moderate: Guests should be comfortable participating in multiple hours of physical activity (3+ hours). Activities may include things like longer hikes, biking, kayaking, snorkeling, and horse or camel rides.
Strenuous: Guests should be comfortable participating in highly physical activities that may last the entire day (6+ hours), and past experience with the included activities is recommended. Full-day activities may include things like long hikes, bike rides, and kayaking. Adventures may also include higher altitudes, steep ascents/descents, strong currents, and rougher terrain or water.
Extreme: These Adventures are the most physically demanding, so prior experience or related training is strongly advised. Activities are highly challenging and may last the entire day (8+ hours). All-day activities may include things like strenuous hiking, biking over uneven terrain, and intense rock climbing. Adventures may also include higher altitudes, steep ascents/descents, strong currents, and rougher terrain or water."
